page,order,line,tag,label,classes,headings,text_count,images
index_payment_solutions.html,2,165,section,section.hero_section.hero_payment_solutions.overflow-hidden.section_decoration,hero_section hero_payment_solutions overflow-hidden section_decoration bg-dark,"h1: Fast, Reliable Payment Solutions for Today's Needs | h4: Our daily achievement | h4: Daily Transactions | h4: Unlimited Daily Cashback",15,assets/images/avatar/avatar_image_4.webp | assets/images/avatar/avatar_image_5.webp | assets/images/avatar/avatar_image_6.webp | assets/images/icons/icon_medal.svg | assets/images/hero/hero_hand_image_2.webp | assets/images/shapes/shape_pattern_1.svg | assets/images/shapes/shape_pattern_2.svg | assets/images/shapes/shape_nate_14.svg | assets/images/shapes/shape_nate_15.svg
index_payment_solutions.html,3,363,section,section.payment_methods_section,payment_methods_section,h2: Variety of Synox Payment Methods | h3: Card | h3: FacePay24 | h3: Visa Click to Pay | h3: PrivatPay | h3: Google Pay | h3: Apple Pay | h3: QR | h3: Payment by Parts,26,assets/images/icons/icon_payment_card.svg | assets/images/icons/icon_face.svg | assets/images/icons/icon_visa.svg | assets/images/icons/icon_pay_24.svg | assets/images/icons/icon_google_pay.svg | assets/images/icons/icon_apple_pay.svg | assets/images/icons/icon_qr_code.svg | assets/images/icons/icon_chart_3.svg | assets/images/shapes/shape_nate_15.svg | assets/images/shapes/shape_nate_16.svg
index_payment_solutions.html,4,529,section,section.ps_contact_process_section.section_space.section_decoration,ps_contact_process_section section_space section_decoration,h2: How to Connect Synox | h3: Create a New Merchant Account in Synox | h3: Activate merchant four activation steps | h3: Optimize the integration method with Synox,8,assets/images/shapes/shape_pattern_3.svg | assets/images/site_logo/is_logo.svg | assets/images/shapes/process_line_shape_1.webp | assets/images/shapes/shape_arrow_1.webp | assets/images/shapes/shape_arrow_2.webp | assets/images/shapes/shape_nate_17.svg | assets/images/shapes/shape_nate_18.svg
index_payment_solutions.html,5,610,section,section.powering_industry_section.section_space.section_decoration,powering_industry_section section_space section_decoration,h2: Powering Every Industry.,10,assets/images/icons/icon_box.svg | assets/images/icons/icon_graduation_cap.svg | assets/images/icons/icon_gadget.svg | assets/images/icons/icon_devices.svg | assets/images/about/transactions_card_image_2.webp | assets/images/shapes/shape_nate_19.svg | assets/images/shapes/shape_arrow_1.webp
index_payment_solutions.html,6,710,section,section.ps_policy_section,ps_policy_section,h2: Elevate Your Payments with Us | h3: Fast & Secure | h3: 24/7 Live Support | h3: Targeted Built API | h3: Automated Flow,10,assets/images/shapes/shape_1.webp | assets/images/icons/icon_browser.svg | assets/images/shapes/shape_2.webp | assets/images/icons/icon_chat.svg | assets/images/shapes/shape_3.webp | assets/images/icons/icon_api.svg | assets/images/icons/icon_layer.svg | assets/images/shapes/shape_nate_17.svg | assets/images/shapes/shape_nate_18.svg | assets/images/shapes/shape_nate_20.svg
index_payment_solutions.html,7,776,section,section.pricing_section.section_space,pricing_section section_space,h2: Clear Pricing for Transactions | h3: General | h3: Individual,22,
index_payment_solutions.html,8,903,section,section.ps_pntegrating_section.section_space.pb-0.section_decoration,ps_pntegrating_section section_space pb-0 section_decoration,h2: Our popular e-commerce CMS,2,assets/images/about/integration_image_1.webp | assets/images/shapes/shape_nate_17.svg | assets/images/shapes/shape_nate_18.svg
index_payment_solutions.html,9,931,section,section.ps_blog_section.section_space.section_decoration,ps_blog_section section_space section_decoration,h2: Our Latest Article | h3: Subscription Billing Simplifying Recurring Payments for. | h3: Global Payment Trends Adapting to the Changing Landscape. | h3: The Role of Blockchain Technology in Payment Solutions.,11,assets/images/blogs/blog_image_13.webp | assets/images/blogs/blog_image_14.webp | assets/images/blogs/blog_image_15.webp | assets/images/shapes/shape_nate_17.svg | assets/images/shapes/shape_nate_18.svg
index_payment_solutions.html,10,1043,footer,footer.site_footer.footer_layout_3.bg-dark,site_footer footer_layout_3 bg-dark,h2: Ready to level up your payment process? | h3: Company | h3: Accept Payments | h3: Banking Plus | h3: Download App,23,assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_nate_14.svg | assets/images/shapes/shape_nate_15.svg | assets/images/shapes/shape_nate_21.svg
index.html,1,56,header,header.site_header.header_layout_1,site_header header_layout_1,,24,assets/images/site_logo/site_logo_white.svg | assets/images/site_logo/site_logo_black.svg | assets/images/icons/icon_calling.svg
index.html,2,165,section,section.hero_section.hero_investment_solution.section_decoration.overflow-hidden,hero_section hero_investment_solution section_decoration overflow-hidden,h1: Synox is Secure Investments for the Future,7,assets/images/backgrounds/hero_bg_1.webp | assets/images/clients/client_logo_1.webp | assets/images/hero/hero_image_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_4.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_6.webp | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_nate_7.svg | assets/images/shapes/breadcrumb_shape_pattern_2.svg
index.html,3,255,section,section.about_section.section_decoration.overflow-hidden,about_section section_decoration overflow-hidden,h2: Trusted by 100k+ Investors | h3: We Value Data for Informed Investing | h4: Projects Done | h4: Years Experience | h3: Funding & Investment | h3: Capital Transparency | h3: Secure Investment Plan,16,assets/images/clients/client_logo_2.webp | assets/images/clients/client_logo_3.webp | assets/images/clients/client_logo_4.webp | assets/images/clients/client_logo_5.webp | assets/images/clients/client_logo_6.webp | assets/images/clients/client_logo_7.webp | assets/images/clients/client_logo_8.webp | assets/images/about/mac_image_1.webp | assets/images/about/chart_image_1.webp | assets/images/shapes/shape_circle_1.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/icons/icon_dollar_bag.svg | assets/images/icons/icon_overlap.svg | assets/images/icons/icon_chart_bar.svg | assets/images/shapes/shape_nate_8.svg | assets/images/shapes/shape_nate_9.svg | assets/images/shapes/shape_dollar_1.webp
index.html,4,466,section,section.service_section.bg-secondary.section_decoration.overflow-hidden,service_section bg-secondary section_decoration overflow-hidden,h2: What we can help you with | h3: The best service we offer for you | h3: Investment Research and Analysis | h3: Risk Management Solutions | h3: Financial Planning and Consultation | h3: Retirement Planning Services | h3: Safety First | h3: Secure transactions with two-factor authentication | h3: Trusted by 40+ million Investors worldwide | h3: Data security with no compromises,21,assets/images/shapes/shape_nate_8.svg | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_6.webp | assets/images/icons/icon_rectangle.svg | assets/images/icons/icon_search.svg | assets/images/icons/icon_chart_bar_2.svg | assets/images/icons/icon_dollar_2.svg | assets/images/icons/icon_man.svg | assets/images/policy/policy_image_1.webp | assets/images/icons/icon_lock.svg | assets/images/policy/policy_image_2.webp | assets/images/icons/icon_users.svg | assets/images/policy/policy_image_3.webp | assets/images/icons/icon_odomitter.svg | assets/images/shapes/shape_nate_10.svg | assets/images/shapes/shape_nate_7.svg | assets/images/shapes/shape_nate_11.svg
index.html,5,683,section,section.review_section.section_space.section_decoration,review_section section_space section_decoration,h2: What Investors Say About Us | h3: Hawthorn Sage | h3: Reynolds Anthony | h3: Rosemary Violet | h3: Hawthorn Sage | h3: Reynolds Anthony | h3: Rosemary Violet,20,assets/images/avatar/avatar_image_1.webp | assets/images/avatar/avatar_image_2.webp | assets/images/avatar/avatar_image_3.webp | assets/images/shapes/shape_circle_1.svg | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_1.webp
index.html,6,793,section,section.pricing_section.section_space.section_decoration,pricing_section section_space section_decoration,h2: Find the level that suits you | h3: Featured Include: | h3: Featured Include: | h3: Featured Include: | h3: Featured Include:,54,assets/images/backgrounds/page_header_bg_1.webp | assets/images/icons/icon_rectangle.svg | assets/images/icons/icon_briefcase.svg | assets/images/icons/icon_dollar.svg | assets/images/icons/icon_chart.svg | assets/images/icons/icon_building.svg | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_nate_8.svg
index.html,7,1065,section,section.team_section,team_section,h2: Meet Our Leadership Team | h3: Serhiy Yaroslav | h3: Pavlo Bohdan | h3: Emma Sophia | h3: Jordan Eugenio,10,assets/images/team/team_member_image_1.webp | assets/images/team/team_member_image_2.webp | assets/images/team/team_member_image_3.webp | assets/images/team/team_member_image_4.webp
index.html,8,1201,section,section.faq_section.section_decoration.overflow-hidden,faq_section section_decoration overflow-hidden,h2: have a question look here,10,assets/images/about/faq_about_image.webp | assets/images/shapes/shape_dollar_1.webp | assets/images/about/chart_image_1.webp | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_nate_13.svg
index.html,9,1304,footer,footer.site_footer.footer_layout_1.bg-secondary.section_decoration,site_footer footer_layout_1 bg-secondary section_decoration,h2: Subscribe for daily update | h3: Quick LInk | h3: Information | h3: Download App,20,assets/images/backgrounds/footer_bg_1.webp | assets/images/icons/icon_email.svg | assets/images/site_logo/site_logo_white.svg | assets/images/icons/icon_calling_2.svg | assets/images/icons/icon_email_2.svg | assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_dollar_5.webp | assets/images/shapes/shape_dollar_3.webp
pricing.html,1,56,header,header.site_header.header_layout_1,site_header header_layout_1,,24,assets/images/site_logo/site_logo_white.svg | assets/images/site_logo/site_logo_black.svg | assets/images/icons/icon_calling.svg
pricing.html,2,165,section,section.page_header.text-center.bg-dark.section_decoration,page_header text-center bg-dark section_decoration overflow-hidden,h1: Our Pricing,3,assets/images/backgrounds/page_header_bg_1.webp | assets/images/shapes/shape_nate.svg | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_4.webp | assets/images/shapes/breadcrumb_shape_pattern_1.svg | assets/images/shapes/breadcrumb_shape_pattern_2.svg
pricing.html,3,200,section,section.policy_section.section_space,policy_section section_space,h3: Celebrating Features discover What Sets Us | h3: Rich Documentation | h3: Fastest Delivery | h3: Lifetime Support,8,assets/images/icons/icon_doc.svg | assets/images/icons/icon_chart_5.svg | assets/images/icons/icon_headphone_2.svg
pricing.html,4,252,section,section.service_section.section_space.section_decoration.bg-secondary,service_section section_space section_decoration bg-secondary,h2: We Offered Best Pricing | h3: Basic plan: Financial Assessment | h3: Featured Include: | h3: Team plan: Personalized Financial Plan | h3: Featured Include: | h3: Enterprise plan: Ongoing Support and Review | h3: Featured Include:,41,assets/images/shapes/shape_nate_8.svg | assets/images/shapes/shape_nate_10.svg | assets/images/shapes/shape_nate_7.svg | assets/images/shapes/shape_nate_11.svg | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp
pricing.html,5,454,footer,footer.site_footer.footer_layout_1.bg-dark.section_decoration,site_footer footer_layout_1 bg-dark section_decoration,h2: Subscribe for daily update | h3: Quick LInk | h3: Information | h3: Download App,20,assets/images/icons/icon_email.svg | assets/images/site_logo/site_logo_white.svg | assets/images/icons/icon_calling_2.svg | assets/images/icons/icon_email_2.svg | assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_finto.svg | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_dollar_5.webp | assets/images/shapes/shape_dollar_3.webp
project_details.html,1,56,header,header.site_header.header_layout_1,site_header header_layout_1,,24,assets/images/site_logo/site_logo_white.svg | assets/images/site_logo/site_logo_black.svg | assets/images/icons/icon_calling.svg
project_details.html,2,165,section,section.page_header.text-center.bg-dark.section_decoration,page_header text-center bg-dark section_decoration overflow-hidden,h1: Project Details,3,assets/images/backgrounds/page_header_bg_1.webp | assets/images/shapes/shape_nate.svg | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_4.webp | assets/images/shapes/breadcrumb_shape_pattern_1.svg | assets/images/shapes/breadcrumb_shape_pattern_2.svg
project_details.html,3,200,section,section.project_details_section.section_space.section_decoration.overflow-hidden,project_details_section section_space section_decoration overflow-hidden,h2: Tax Planning Strategies for Optimal Business. | h3: Project Requirement | h3: solution & Result | h3: Our Similar Projects,31,assets/images/projects/project_details_image_1.webp | assets/images/icons/icon_check.svg | assets/images/projects/project_image_3.webp | assets/images/projects/project_image_4.webp | assets/images/projects/project_image_5.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_nate_3.svg | assets/images/shapes/shape_nate_4.svg | assets/images/shapes/shape_nate_5.svg | assets/images/shapes/shape_nate_6.svg
project_details.html,4,370,footer,footer.site_footer.footer_layout_1.bg-dark.section_decoration,site_footer footer_layout_1 bg-dark section_decoration,h2: Subscribe for daily update | h3: Quick LInk | h3: Information | h3: Download App,20,assets/images/icons/icon_email.svg | assets/images/site_logo/site_logo_white.svg | assets/images/icons/icon_calling_2.svg | assets/images/icons/icon_email_2.svg | assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_finto.svg | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_dollar_5.webp | assets/images/shapes/shape_dollar_3.webp
projects.html,1,56,header,header.site_header.header_layout_1,site_header header_layout_1,,24,assets/images/site_logo/site_logo_white.svg | assets/images/site_logo/site_logo_black.svg | assets/images/icons/icon_calling.svg
projects.html,2,165,section,section.page_header.text-center.bg-dark.section_decoration,page_header text-center bg-dark section_decoration overflow-hidden,h1: Our Project,3,assets/images/backgrounds/page_header_bg_1.webp | assets/images/shapes/shape_nate.svg | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_4.webp | assets/images/shapes/breadcrumb_shape_pattern_1.svg | assets/images/shapes/breadcrumb_shape_pattern_2.svg
projects.html,3,200,section,section.project_section.section_space.section_decoration.overflow-hidden,project_section section_space section_decoration overflow-hidden,h2: Checkout our latest Completed project,16,assets/images/projects/project_image_1.webp | assets/images/projects/project_image_2.webp | assets/images/projects/project_image_3.webp | assets/images/projects/project_image_4.webp | assets/images/projects/project_image_5.webp | assets/images/projects/project_image_6.webp | assets/images/projects/project_image_7.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_nate_3.svg | assets/images/shapes/shape_nate_4.svg | assets/images/shapes/shape_nate_5.svg | assets/images/shapes/shape_nate_6.svg
projects.html,4,322,footer,footer.site_footer.footer_layout_1.bg-dark.section_decoration,site_footer footer_layout_1 bg-dark section_decoration,h2: Subscribe for daily update | h3: Quick LInk | h3: Information | h3: Download App,20,assets/images/icons/icon_email.svg | assets/images/site_logo/site_logo_white.svg | assets/images/icons/icon_calling_2.svg | assets/images/icons/icon_email_2.svg | assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_finto.svg | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_dollar_5.webp | assets/images/shapes/shape_dollar_3.webp
service_details.html,1,56,header,header.site_header.header_layout_1,site_header header_layout_1,,24,assets/images/site_logo/site_logo_white.svg | assets/images/site_logo/site_logo_black.svg | assets/images/icons/icon_calling.svg
service_details.html,2,165,section,section.page_header.text-center.bg-dark.section_decoration,page_header text-center bg-dark section_decoration overflow-hidden,h1: Service Details,3,assets/images/backgrounds/page_header_bg_1.webp | assets/images/shapes/shape_nate.svg | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_4.webp | assets/images/shapes/breadcrumb_shape_pattern_1.svg | assets/images/shapes/breadcrumb_shape_pattern_2.svg
service_details.html,3,200,section,section.service_details_section.section_space.section_decoration.overflow-hidden,service_details_section section_space section_decoration overflow-hidden,h2: Risk Management Solutions for Financial Future. | h3: Service Process | h3: Listening Your Needs | h3: Tailored Solutions | h3: Tactical Alignment | h3: Measurable Results | h3: Services Outcome,21,assets/images/services/service_details_image_1.webp | assets/images/icons/icon_headphone.svg | assets/images/icons/icon_bulb.svg | assets/images/icons/icon_head.svg | assets/images/icons/icon_chart_4.svg | assets/images/icons/icon_check.svg | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_nate_3.svg | assets/images/shapes/shape_nate_4.svg | assets/images/shapes/shape_nate_5.svg | assets/images/shapes/shape_nate_6.svg
service_details.html,4,346,footer,footer.site_footer.footer_layout_1.bg-dark.section_decoration,site_footer footer_layout_1 bg-dark section_decoration,h2: Subscribe for daily update | h3: Quick LInk | h3: Information | h3: Download App,20,assets/images/icons/icon_email.svg | assets/images/site_logo/site_logo_white.svg | assets/images/icons/icon_calling_2.svg | assets/images/icons/icon_email_2.svg | assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_finto.svg | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_dollar_5.webp | assets/images/shapes/shape_dollar_3.webp
services.html,1,56,header,header.site_header.header_layout_1,site_header header_layout_1,,24,assets/images/site_logo/site_logo_white.svg | assets/images/site_logo/site_logo_black.svg | assets/images/icons/icon_calling.svg
services.html,2,165,section,section.page_header.text-center.bg-dark.section_decoration,page_header text-center bg-dark section_decoration overflow-hidden,h1: Our Services,3,assets/images/backgrounds/page_header_bg_1.webp | assets/images/shapes/shape_nate.svg | assets/images/shapes/shape_dollar_1.webp | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp | assets/images/shapes/shape_dollar_4.webp | assets/images/shapes/breadcrumb_shape_pattern_1.svg | assets/images/shapes/breadcrumb_shape_pattern_2.svg
services.html,3,200,section,section.feature_section.section_space,feature_section section_space,h3: why our services are better than others? | h3: Funding & Investment | h3: Capital Transparency | h3: Secure Investment Plan,8,assets/images/icons/icon_dollar_bag.svg | assets/images/icons/icon_overlap.svg | assets/images/icons/icon_chart_bar.svg
services.html,4,270,section,section.service_section.bg-secondary.section_decoration.overflow-hidden,service_section bg-secondary section_decoration overflow-hidden,h2: What we can help you with | h3: Real Estate Investment Advisory | h3: Investment Research and Analysis | h3: Risk Management Solutions | h3: Financial Planning and Consultation | h3: Retirement Planning Services | h3: Tax-Efficient Investing Solutions | h2: have a question look here,30,assets/images/icons/icon_rectangle.svg | assets/images/icons/icon_home.svg | assets/images/icons/icon_search.svg | assets/images/icons/icon_chart_bar_2.svg | assets/images/icons/icon_dollar_2.svg | assets/images/icons/icon_man.svg | assets/images/icons/icon_discount.svg | assets/images/about/faq_about_image.webp | assets/images/shapes/shape_dollar_1.webp | assets/images/about/chart_image_1.webp | assets/images/shapes/shape_nate_8.svg | assets/images/shapes/shape_nate_10.svg | assets/images/shapes/shape_nate_7.svg | assets/images/shapes/shape_nate_11.svg | assets/images/shapes/shape_dollar_2.webp | assets/images/shapes/shape_dollar_3.webp
services.html,5,533,footer,footer.site_footer.footer_layout_1.bg-dark.section_decoration,site_footer footer_layout_1 bg-dark section_decoration,h2: Subscribe for daily update | h3: Quick LInk | h3: Information | h3: Download App,20,assets/images/icons/icon_email.svg | assets/images/site_logo/site_logo_white.svg | assets/images/icons/icon_calling_2.svg | assets/images/icons/icon_email_2.svg | assets/images/app_store.webp | assets/images/google_play.webp | assets/images/shapes/shape_finto.svg | assets/images/shapes/shape_nate_2.svg | assets/images/shapes/shape_dollar_5.webp | assets/images/shapes/shape_dollar_3.webp
